run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,intercept
0,cc,oter,joy,0.681351,39,-0.564927,0.368697,0.000000,0.000000,0.000000,0.000000,0.000000,0.738279,0.000000,0.067064,0.141300,0.022412,0.000000,0.000000,0.000000,0.051431,-0.042704
1,cc,oter,joy,0.762843,39,-0.564927,0.368697,,,,,,0.738279,,0.067064,0.141300,0.022412,,,,0.051431,-0.042704
