run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,intercept
0,cc,tter,joy,0.812035,39,-0.520912,0.312533,0.000000,0.000000,0.000000,0.000000,0.000000,0.642161,0.000000,0.000000,0.000000,0.223674,0.000000,0.000000,0.000000,0.091912,-0.016211
1,cc,tter,joy,0.867615,39,-0.520912,0.312533,,,,,,0.642161,,,,0.223674,,,,0.091912,-0.016211
