run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,intercept
0,cc,tter,joy,0.812035,39,-0.520912,0.312533,0.000000,0.000000,0.000000,,,,,,,,,,,,-0.016211
1,cc,tter,joy,0.833200,39,-0.520912,0.312533,,,,0.000000,0.000000,0.642161,,,,,,,,,-0.016211
2,cc,tter,joy,0.833109,39,-0.634270,0.348052,,,,,,0.689403,0.000000,0.000000,0.000000,,,,,,-0.023124
3,cc,tter,joy,0.837175,39,-0.634270,0.348052,,,,,,0.689403,,,,0.224429,0.000000,0.000000,,,-0.023124
4,cc,tter,joy,0.865123,39,-0.634270,0.348052,,,,,,0.689403,,,,0.224429,,,0.041413,0.090462,-0.023124
