run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,intercept
0,gw,oter,sadness,0.391065,39,0.000000,0.164008,0.000000,0.139671,-0.180203,0.090285,0.225057,0.120723,0.000000,0.064837,0.000000,-0.058332,0.251077,-0.064123,0.000000,0.000000,-0.004484
1,gw,oter,sadness,0.512342,39,,0.164008,,0.139671,-0.180203,0.090285,0.225057,0.120723,,0.064837,,-0.058332,0.251077,-0.064123,,,-0.004484
2,gw,oter,sadness,0.467567,39,,0.140903,,0.127198,0.000000,,0.120574,0.116533,,,,,0.123107,,,,0.012731
3,gw,oter,sadness,0.503501,39,,0.140903,,0.127198,,,0.120574,0.116533,,,,,0.123107,,,,0.012731
