run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_oter_neg,big_oter_pos,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rter_neg,big_rter_pos,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_rted_neg,big_rted_pos,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,big_tmed_neg,big_tmed_pos,intercept
0,gw,rter,sadness,0.345637,39,1.073438,0.000000,-0.504260,-0.476884,-0.087019,0.135745,0.000000,-0.179573,0.544584,0.377732,0.000000,0.000000,0.206931,0.000000,0.446286,-0.081146,-0.080485,0.000000,0.000000,-0.273999,0.000000,-0.132125,0.182842,0.000000,-0.035527
1,gw,rter,sadness,0.514542,39,1.073438,,-0.504260,-0.476884,-0.087019,0.135745,,-0.179573,0.544584,0.377732,,,0.206931,,0.446286,-0.081146,-0.080485,,,-0.273999,,-0.132125,0.182842,,-0.035527
