run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_oter_neg,big_oter_pos,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rter_neg,big_rter_pos,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_rted_neg,big_rted_pos,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,big_tmed_neg,big_tmed_pos,intercept
0,gw,oter,anger,0.451857,39,0.000000,0.000000,0.000000,0.125023,0.112128,0.000000,0.000000,0.000000,0.000000,0.082247,0.000000,0.017225,0.000000,0.082727,0.000000,0.000000,0.000000,0.000000,0.104876,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005604
1,gw,oter,anger,0.745412,39,,,,0.125023,0.112128,,,,,0.082247,,0.017225,,0.082727,,,,,0.104876,,,,,,-0.005604
