run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_oter_neg,big_oter_pos,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rter_neg,big_rter_pos,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_rted_neg,big_rted_pos,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,big_tmed_neg,big_tmed_pos,intercept
0,gw,tter,sadness,0.430738,39,0.394460,0.000000,0.000000,-0.254310,0.000000,0.076161,0.000000,0.000000,0.228165,0.146673,0.000000,0.000000,0.171481,0.000000,0.316178,0.000000,-0.059038,0.000000,0.000000,-0.153926,0.000000,-0.069864,0.116918,0.000000,-0.024643
1,gw,tter,sadness,0.791199,39,0.394460,,,-0.254310,,0.076161,,,0.228165,0.146673,,,0.171481,,0.316178,,-0.059038,,,-0.153926,,-0.069864,0.116918,,-0.024643
