run,tracker,reg_comm,reg_emo,Correlation,samples,big_oter_anger,big_oter_fear,big_oter_sadness,big_oter_joy,big_rter_anger,big_rter_fear,big_rter_sadness,big_rter_joy,big_rted_anger,big_rted_fear,big_rted_sadness,big_rted_joy,big_tmed_anger,big_tmed_fear,big_tmed_sadness,big_tmed_joy,intercept
0,gw,oter,joy,0.395997,39,0.000000,0.105784,0.000000,0.307598,-0.129337,0.104555,0.135424,0.000000,0.000000,0.060873,0.000000,-0.060574,0.119703,-0.058117,0.000000,0.043445,0.022869
1,gw,oter,joy,0.427489,39,,0.105784,,0.307598,-0.129337,0.104555,0.135424,,,0.060873,,-0.060574,0.119703,-0.058117,,0.043445,0.022869
2,gw,oter,joy,0.532599,39,,0.085594,,0.288767,0.000000,0.077367,0.000000,,,,,,0.000000,,,,0.042656
3,gw,oter,joy,0.507054,39,,,,0.344136,,,,,,,,,,,,,0.066851
